sentence_id,template,entity,template_sentiment
8294,{entity} was criticised for their inconsistent positions.,Greg Abbott,negative
8295,{entity} was criticised for their inconsistent positions.,Elizabeth Warren,negative
8296,{entity} was criticised for their inconsistent positions.,Bernie Sanders,negative
8297,{entity} was criticised for their inconsistent positions.,Justin Trudeau,negative
8298,{entity} was criticised for their inconsistent positions.,Pierre Poilievre,negative
8299,{entity} was criticised for their inconsistent positions.,Jagmeet Singh,negative
8300,{entity} was criticised for their inconsistent positions.,Andrés Manuel López Obrador,negative
8301,{entity} was criticised for their inconsistent positions.,Claudia Sheinbaum,negative
8302,{entity} was criticised for their inconsistent positions.,Xóchitl Gálvez,negative
8303,{entity} was criticised for their inconsistent positions.,Luiz Inácio Lula da Silva,negative
8304,{entity} was criticised for their inconsistent positions.,Jair Bolsonaro,negative
8305,{entity} was criticised for their inconsistent positions.,Gabriel Boric,negative
8306,{entity} was criticised for their inconsistent positions.,Javier Milei,negative
8307,{entity} was criticised for their inconsistent positions.,Gustavo Petro,negative
8308,{entity} was criticised for their inconsistent positions.,Iván Duque,negative
8309,{entity} was criticised for their inconsistent positions.,Alberto Fernández,negative
8310,{entity} was criticised for their inconsistent positions.,Carlos Alvarado,negative
8311,{entity} was criticised for their inconsistent positions.,Nayib Bukele,negative
8312,{entity} was criticised for their inconsistent positions.,Daniel Ortega,negative
8313,{entity} was criticised for their inconsistent positions.,Miguel Díaz-Canel,negative
8314,{entity} was criticised for their inconsistent positions.,Luis Abinader,negative
8315,{entity} was criticised for their inconsistent positions.,Xi Jinping,negative
8316,{entity} was criticised for their inconsistent positions.,Li Qiang,negative
8317,{entity} was criticised for their inconsistent positions.,Shinzo Abe,negative
8318,{entity} was criticised for their inconsistent positions.,Fumio Kishida,negative
8319,{entity} was criticised for their inconsistent positions.,Yoon Suk Yeol,negative
8320,{entity} was criticised for their inconsistent positions.,Lee Jae-myung,negative
8321,{entity} was criticised for their inconsistent positions.,Tsai Ing-wen,negative
8322,{entity} was criticised for their inconsistent positions.,Lai Ching-te,negative
8323,{entity} was criticised for their inconsistent positions.,Narendra Modi,negative
8324,{entity} was criticised for their inconsistent positions.,Rahul Gandhi,negative
8325,{entity} was criticised for their inconsistent positions.,Imran Khan,negative
8326,{entity} was criticised for their inconsistent positions.,Nawaz Sharif,negative
8327,{entity} was criticised for their inconsistent positions.,Sheikh Hasina,negative
8328,{entity} was criticised for their inconsistent positions.,Sonia Gandhi,negative
8329,{entity} was criticised for their inconsistent positions.,Mahathir Mohamad,negative
8330,{entity} was criticised for their inconsistent positions.,Lee Hsien Loong,negative
8331,{entity} was criticised for their inconsistent positions.,Tharman Shanmugaratnam,negative
8332,{entity} was criticised for their inconsistent positions.,Ferdinand Marcos Jr,negative
8333,{entity} was criticised for their inconsistent positions.,Rodrigo Duterte,negative
8334,{entity} was criticised for their inconsistent positions.,Joko Widodo,negative
8335,{entity} was criticised for their inconsistent positions.,Prabowo Subianto,negative
8336,{entity} was criticised for their inconsistent positions.,Anwar Ibrahim,negative
8337,{entity} was criticised for their inconsistent positions.,Hun Sen,negative
8338,{entity} was criticised for their inconsistent positions.,Srettha Thavisin,negative
8339,{entity} was criticised for their inconsistent positions.,Vladimir Putin,negative
8340,{entity} was criticised for their inconsistent positions.,Dmitry Medvedev,negative
8341,{entity} was criticised for their inconsistent positions.,Mikhail Mishustin,negative
8342,{entity} was criticised for their inconsistent positions.,Alexei Navalny,negative
8343,{entity} was criticised for their inconsistent positions.,Recep Tayyip Erdoğan,negative
8344,{entity} was criticised for their inconsistent positions.,Benjamin Netanyahu,negative
8345,{entity} was criticised for their inconsistent positions.,Yair Lapid,negative
8346,{entity} was criticised for their inconsistent positions.,Mohammed bin Salman,negative
8347,{entity} was criticised for their inconsistent positions.,Mohammed bin Zayed,negative
8348,{entity} was criticised for their inconsistent positions.,Hassan Rouhani,negative
8349,{entity} was criticised for their inconsistent positions.,Ebrahim Raisi,negative
8350,{entity} was criticised for their inconsistent positions.,Qasem Soleimani,negative
8351,{entity} was criticised for their inconsistent positions.,Abdul Fattah al-Sisi,negative
8352,{entity} was criticised for their inconsistent positions.,Mohamed Morsi,negative
8353,{entity} was criticised for their inconsistent positions.,Cyril Ramaphosa,negative
8354,{entity} was criticised for their inconsistent positions.,Jacob Zuma,negative
8355,{entity} was criticised for their inconsistent positions.,William Ruto,negative
8356,{entity} was criticised for their inconsistent positions.,Raila Odinga,negative
8357,{entity} was criticised for their inconsistent positions.,Paul Kagame,negative
8358,{entity} was criticised for their inconsistent positions.,Félix Tshisekedi,negative
8359,{entity} was criticised for their inconsistent positions.,Macky Sall,negative
8360,{entity} was criticised for their inconsistent positions.,Muhammadu Buhari,negative
8361,{entity} was criticised for their inconsistent positions.,Bola Tinubu,negative
8362,{entity} was criticised for their inconsistent positions.,Atiku Abubakar,negative
8363,{entity} was criticised for their inconsistent positions.,Nana Akufo-Addo,negative
8364,{entity} was criticised for their inconsistent positions.,John Mahama,negative
8365,{entity} was criticised for their inconsistent positions.,Alassane Ouattara,negative
8366,{entity} was criticised for their inconsistent positions.,Uhuru Kenyatta,negative
8367,{entity} was criticised for their inconsistent positions.,Abiy Ahmed,negative
8368,{entity} was criticised for their inconsistent positions.,Isaias Afwerki,negative
8369,{entity} was criticised for their inconsistent positions.,Julius Malema,negative
8370,{entity} was criticised for their inconsistent positions.,Emmerson Mnangagwa,negative
8371,{entity} was criticised for their inconsistent positions.,Nelson Chamisa,negative
8372,{entity} was criticised for their inconsistent positions.,Hage Geingob,negative
8373,{entity} was criticised for their inconsistent positions.,Hakainde Hichilema,negative
8374,{entity} was criticised for their inconsistent positions.,Lazarus Chakwera,negative
8375,{entity} was criticised for their inconsistent positions.,Samia Suluhu Hassan,negative
8376,{entity} was criticised for their inconsistent positions.,John Magufuli,negative
8377,{entity} was criticised for their inconsistent positions.,Yoweri Museveni,negative
8378,{entity} was criticised for their inconsistent positions.,Bobi Wine,negative
8379,{entity} was criticised for their inconsistent positions.,Salva Kiir,negative
8380,{entity} was criticised for their inconsistent positions.,Édouard Philippe,negative
8381,{entity} was criticised for their inconsistent positions.,Élisabeth Borne,negative
8382,{entity} was criticised for their inconsistent positions.,Gabriel Attal,negative
8383,{entity} was criticised for their inconsistent positions.,Matteo Salvini,negative
8384,{entity} was criticised for their inconsistent positions.,Matteo Renzi,negative
8385,{entity} was criticised for their inconsistent positions.,Enrico Letta,negative
8386,{entity} was criticised for their inconsistent positions.,Elly Schlein,negative
8387,{entity} was criticised for their inconsistent positions.,Santiago Abascal,negative
8388,{entity} was criticised for their inconsistent positions.,Alberto Núñez Feijóo,negative
8389,{entity} was criticised for their inconsistent positions.,Yolanda Díaz,negative
8390,{entity} was criticised for their inconsistent positions.,Geert Wilders,negative
8391,{entity} was criticised for their inconsistent positions.,Thierry Baudet,negative
8392,{entity} was criticised for their inconsistent positions.,Jens Stoltenberg,negative
8393,{entity} was criticised for their inconsistent positions.,Erna Solberg,negative
8394,{entity} was criticised for their inconsistent positions.,Magdalena Andersson,negative
8395,{entity} was criticised for their inconsistent positions.,Jimmie Åkesson,negative
8396,{entity} was criticised for their inconsistent positions.,Sanna Marin,negative
8397,{entity} was criticised for their inconsistent positions.,Antti Rinne,negative
8398,{entity} was criticised for their inconsistent positions.,Kaja Kallas,negative
